card_id|card_title|introduction|effect|responsive_effect|image|last_update_datetime
20250913-00108-84af01f8|Consecutive Prophecies||You may play one additional Prophecy next; if it resolves successfully, you may flip a set Prophecy on the field and use it as an additional Prophecy.|After a [Chain] occurs on your turn: Prophecy plays this turn are unlimited.|pictures/continous_prophecy.png|2025-09-13 21:21:52
20250913-00109-34c04029|Uneven Allocation|||After you perform an additional Summon this turn: set one of your monsters face-down as a Monster Egg, then take two cards from the opponent’s hand.|pictures/inequal.png|2025-09-13 21:21:52
20250913-00110-da91b195|Desert Gale||Discard 1 card; return one opponent card on the field to their hand.|After an opponent monster finishes an attack: one of your monsters makes an attack.|pictures/wind_attack.png|2025-09-13 21:21:52
20250913-00111-943a8616|Golden Body Aegis|||When the opponent declares an attack: negate that attack; return a random opponent face-up card to their hand.|pictures/golden_protection.png|2025-09-13 21:21:52
20250913-00112-1c97e775|Blessing or Bane|||When you draw a card: let the opponent guess its type (Monster/Prophecy). If they guess wrong, you may discard that draw and take one card from their hand or set zone; if they guess right, you may [Directly Summon] or use that card.|pictures/good_or_bad.png|2025-09-13 21:21:52
20250913-00113-043e769d|Tri-Effect||If you control exactly three monsters, choose one: (1) draw 3 cards; (2) destroy all opponent Prophecies.|When the opponent declares an attack and you control exactly three monsters: change the attack target to any of your monsters, then set this card face-down again.|pictures/tri_effect.png|2025-09-13 21:21:52
20250913-00114-2518b125|Offensive Trap|||After the opponent declares an attack: destroy 1 opponent Monster card.|pictures/attack_trap.png|2025-09-13 21:21:52
20250913-00115-6d45b944|Energy Backlash|||When the opponent declares an attack: negate that attack; the attacked monster may pay 1 Energy to destroy one opponent monster.|pictures/spirit_back.png|2025-09-13 21:21:52
20250913-00116-728b8c28|Lost Treasure|[Continuous]||(Once per turn) when you take damage from a card effect: choose 1 card in your discard and add it to your hand.|pictures/lost_treasure.png|2025-09-13 21:21:52
20250913-00117-71d60553|Forceful Snatch|||After the opponent draws: take that card or take one of their hand cards.|pictures/snatch.png|2025-09-13 21:21:52
20250913-00118-89312dc4|Lightning Tribulation||Choose an opponent monster with a Normal Attribute and destroy it.|When the opponent plays a Prophecy: if you control no other Prophecies besides this, you may either negate and destroy that Prophecy, or destroy a different Prophecy.|pictures/lighting_destroy.png|2025-09-13 21:21:52
20250913-00119-75cb068e|Holy Light Annihilation|Holy light descends as heaven’s punishment—the Mother Earth’s disdain foretold.||When a monster on the field is destroyed by battle: inflict damage to the opponent equal to twice that monster’s DEF.|pictures/light_boom.png|2025-09-13 21:21:52
20250913-00120-cef9b1e4|Shared Experience|||When one of your monsters is destroyed by battle: next turn all your monsters get ATK + (the battle damage dealt).|pictures/share_exp.png|2025-09-13 21:21:52
20250913-00121-7c8c5a6a|Wind Spirit’s Guard|||When one of your monsters is targeted for effect destruction: cancel that destruction and look at all cards in the opponent’s hand.|pictures/wind_protection.png|2025-09-13 21:21:52
20250913-00122-8c455e0e|East Sea Dragon Palace|[Continuous/Field]|Pay 2 Energy and discard 1 card: destroy 1 opponent card on the field.|When a [Chain] occurs: this card gains +1 Energy.|pictures/dragon_palace.png|2025-09-13 21:21:52
20250913-00123-48969e20|Bounty for Assassination|||When you draw by a triggered effect: all battle damage you deal this turn is +10.|pictures/reward_attack.png|2025-09-13 21:21:52
20250913-00124-89d42ad4|Bubble Assault|||When you declare an attack: that attack gets +3 ATK and does not trigger opponent effects or get affected by their Continuous Prophecies; that monster refreshes its skill-use count.|pictures/bubble_attack.png|2025-09-13 21:21:52
20250913-00125-0ee31e51|Fortune Reversal|||When your hand cards are discarded by a card effect: gain 3 Energy to distribute among your field.|pictures/payback.png|2025-09-13 21:21:52
20250913-00126-67bf99a7|Counter Throw|||When the opponent issues an attack command: destroy one of your monsters; choose a monster you control—it gains +15 ATK and immediately makes one attack.|pictures/counter_attack.png|2025-09-13 21:21:52
20250913-00127-c39186d8|Deadly Gift|Who could refuse an adorable kitten?|Choose one of your level ≤2 monsters; it attacks the opponent player directly.||pictures/dangerous_gift.png|2025-09-13 21:21:52
20250913-00128-0f9a6205|Heaven-Borrowed Power||Choose one monster on the field; it gets +10 ATK until end of turn.|When one of your monsters is attacked: that monster gets +10 DEF until end of turn.|pictures/temp_power.png|2025-09-13 21:21:52
20250913-00129-095fa862|Bloodthirsty Lineage||Choose a monster; its next attack this turn gets +15 ATK. After that attack, you lose 5 Faith.||pictures/blood_power.png|2025-09-13 21:21:52
20250913-00130-eb520e78|Horn of Counterattack|At the perfect moment the Seer sounded the horn of victory.|All your monsters: any ATK/DEF buffs they receive this turn are doubled.|When the opponent declares an attack: all your monsters get +5 DEF this turn.|pictures/counterattack_horn.png|2025-09-13 21:21:52
20250913-00131-b5b20c0e|Immortal Step||Choose a monster you control; it can attack two additional times this turn.|When you declare an attack: another of your monsters gets +10 ATK for its next attack this turn.|pictures/speedup.png|2025-09-13 21:21:52
20250913-00132-3ddb3998|New Nest||Discard your entire hand; keep drawing and revealing until you have drawn 2 Monster cards.||pictures/new_cave.png|2025-09-13 21:21:52
20250913-00133-ffcd5f92|Holy Light Protection|[Continuous]|All your monsters get +3 DEF.||pictures/protection.png|2025-09-13 21:21:52
20250913-00134-7993b4e8|Speech Before Battle||This turn, all your monsters get +5 ATK.||pictures/fight_speech.png|2025-09-13 21:21:52
20250913-00135-fb37b7ed|A Rain of Arrows||Deal 5 damage to the opponent for each monster you control.||pictures/arrows.png|2025-09-13 21:21:52
20250913-00136-7ac012e7|Flash of Insight||Gain +2 Energy, randomly distributed among your monsters.||pictures/spirit_shine.png|2025-09-13 21:21:52
20250913-00137-704702b6|Solemn Prophecy||You may additionally use one Prophecy that has been set since your previous turn (non-Equip, non-Continuous); that Prophecy’s effect resolves twice.||pictures/serious_prophecy.png|2025-09-13 21:21:52
20250913-00138-47585f56|Thunder-Trial Sacred Grove|[Continuous]||After you Summon a high-level monster: randomly destroy one opponent face-up card.|pictures/thunder_forest.png|2025-09-13 21:21:52
20250913-00139-18354888|Oceanic Source||Choose a level-0 [Fish-kind] (or [Merfolk], or Water-attribute) monster; its next attack has ATK ×3.||pictures/stream.png|2025-09-13 21:21:52
20250913-00140-548b4a6d|Spirit-Pivot Holy Sword|[Continuous/Equip]|Equipped monster gets +5 ATK and +5 DEF. At each End Phase, remove 1 Energy from your field; otherwise destroy this card.||pictures/spring_altar.png|2025-09-13 21:21:52
20250913-00141-718f4cef|All Spirits Converge||All Energy on both sides converges onto one monster you control.||pictures/sprint_return.png|2025-09-13 21:21:52
20250913-00142-1f1d5803|Wand of Hallucination|[Continuous/Equip]|The equipped monster gains the skill: [Mind Haze] Gain control of an opponent monster for 1 turn. (If the controlled monster can attack the player directly, it may do so.)||pictures/hollow.png|2025-09-13 21:21:52
20250913-00143-43b21fd0|Heaven-Summoned Cataclysm||You take 10 damage; the opponent takes 5 damage; one of your monsters gains +3 Energy.|When the opponent spends more than 2 Energy at once: they take 20 damage and you take 5 damage.|pictures/sky_prophecy.png|2025-09-13 21:21:52
20250913-00144-d0981b45|Spirit Deer Charge||Remove 1 Energy from your field; treat it as a monster ATK 15 / DEF 0 that makes one attack. (If the opponent controls no monsters or Monster Eggs, it may attack directly.)||pictures/deer.png|2025-09-13 21:21:52
20250913-00145-ad9927f0|Immortal Herb Slope|[Continuous/Field]||When you would take effect damage: if ≤5, prevent it and put 1 Energy on this card; if >5, reduce it by 5.|pictures/nice_drug.png|2025-09-13 21:21:52
20250913-00146-654f8471|Avenue of Heroes|||When you draw a Monster card: take 5 damage, then [Directly Summon] it. It is unaffected by opponent card effects this turn.|pictures/hero_honor.png|2025-09-13 21:21:52
20250913-00147-2dcd3559|Chasing Orb|||When the attacked opponent monster is not destroyed by battle: if your attacker’s ATK exceeds that target’s original DEF, destroy that monster, recalculate battle damage (as effect damage), and gain its Energy.|pictures/targeted.png|2025-09-13 21:21:52
20250913-00148-e74fe742|Return of the False Mirror|||When you would take effect damage: negate it and deal the same amount to the opponent.|pictures/magic_mirrow.png|2025-09-13 21:21:52
20250913-00149-f627fad8|General’s Crab Claw|[Continuous/Equip]|ATK +3; DEF +2.|When you take damage: the equipped monster gains +1 Energy.|pictures/krebs_weapon.png|2025-09-13 21:21:52
20250913-00150-08a139dc|Orb Rebound|||When the opponent declares an attack: negate the attack; the attacked monster pays 1 Energy to deal 14 damage to the opponent.|pictures/rebound.png|2025-09-13 21:21:52
20250913-00151-96d0f1ac|Endure and Aspire|||When you take battle damage: discard X cards; draw (X + 2) cards.|pictures/oath.png|2025-09-13 21:21:52
20250913-00152-045b39cd|Abyss of Heart-Demons|||After you deal damage to the opponent: all effect damage they take this turn is doubled.|pictures/abyss.png|2025-09-13 21:21:52
20250913-00153-cd1a8456|Dark Poison Fen|[Continuous/Field]||At the end of your turn: deal 5 damage to the opponent.|pictures/veilfen.png|2025-09-13 21:21:52
20250913-00154-80cdf45b|Ancestral Grudge|[Continuous] The Seer said: “Behold—your ancient feud.”|Condition: You may activate this only if last turn one of your X-kind monsters was destroyed by battle by a Y-kind monster.|When your X-kind fights a Y-kind: ATK +5.|pictures/generation_hate.png|2025-09-13 21:21:52
20250913-00155-8c4f2633|Spirit-Vein Activation|||When one of your monsters gains Energy: for its next two attacks, it gets +2 ATK; this turn it may attack one additional time and use its skill one additional time.|pictures/activate.png|2025-09-13 21:21:52
20250913-00156-b88df44b|Enigmatic Fragrance|||After you spend Energy: one opponent monster permanently loses all skills, attributes, and effects.|pictures/smell.png|2025-09-13 21:21:52
20250913-00157-7ce6a3eb|End of the Arcane||All your monsters gain +1 Energy; then remove all Energy from all monsters; each monster gains ATK + (5 × the Energy it removed).||pictures/end_magic.png|2025-09-13 21:21:52
20250913-00158-53ced4de|Emerald Flash|||When a card on the field is flipped: negate its effect and destroy that card.|pictures/green_laser.png|2025-09-13 21:21:52
20250913-00159-d870edac|Celestial Radiance|[Continuous/Equip]|At each End Phase, the equipped monster gains +1 Energy; if the opponent controls no set cards, it gains +1 more.||pictures/rainbow_protect.png|2025-09-13 21:21:52
20250913-00160-16bda92b|Exquisite Codex||Remove 1 Energy from the field; swap this card with a Prophecy in your discard and immediately use that Prophecy.||pictures/magic_codex.png|2025-09-13 21:21:52
20250913-00161-2acaae77|Ancient Spirit Cannon|[Continuous]|(Once per turn) Remove 2 Energy from your field (excluding Energy on this card) to destroy 1 opponent card; then put +1 Energy on this card.||pictures/forest_cannon.png|2025-09-13 21:21:52
20250913-00162-0a89d58e|Bloodthirsty Command||Choose one monster; it gets +3 ATK and the battle damage it deals this turn is doubled.||pictures/blood_kill.png|2025-09-13 21:21:52
20250913-00163-e39cc2a2|Forest’s Blessed Greenblade||Choose one of your monsters: it gains +1 Energy; its next attack gets +5 ATK. After that attack resolves, the opponent takes the same amount of battle damage again (as effect damage), then the opponent draws 2 cards.||pictures/forest_sword.png|2025-09-13 21:21:52
20250913-00164-1713961c|Man-Eater Bloom Trap|||When the opponent declares an attack: pay 1 Energy to negate that attack and destroy the attacking monster; if destroyed, recover 3 Faith.|pictures/piranha.png|2025-09-13 21:21:52
20250913-00165-91dfb57a|Phantom of the Wondrous Vine|||When one of your monsters is destroyed by an effect: its Energy is not absorbed; instead, attach it to this card and this card persists temporarily. At the end of the turn, [Directly Summon] that monster to your field, return its Energy to it and give it +1 extra Energy; then destroy this card and attach it to that monster as Energy.|pictures/goost_plant.png|2025-09-13 21:21:52
20250913-00166-9e89c6a8|Demon Tree Extraction||Destroy one of your monsters. Choose another of your monsters; it gains +5 ATK and Energy + (1 + the destroyed monster’s Energy).||pictures/tree_absorb.png|2025-09-13 21:21:52
