card_id|card_title|introduction|effect|responsive_effect|image|last_update_datetime
20250913-00105-77225a4c|破石而出||（场上没有怪物才可以使用）从弃牌堆【直接召唤】一只3级及其以下的怪物。||pictures/earth_breaking.png|2025-09-13 21:20:34
20250913-00106-a9b9280f|饥寒交迫|不合时宜的寒潮和饥饿同时到来。||当对方场上最后一只怪物被破坏时：再破坏对方2张手牌或1张预言卡。|pictures/cold_starve.png|2025-09-13 21:20:34
20250913-00107-22e9abb9|天眼威能|||当我方回合结束时：指明一张牌，对方手牌或盖牌中有，则对方必须丢弃。之后我方继续指明，直到失败。|pictures/eye_power.png|2025-09-13 21:20:34
20250913-00108-0599619a|连续预言||接下来可以额外使用一张预言卡。如果其发动成功，则可从场上再翻面额外使用一张预言卡。|当我方回合【连锁】发生后：此回合预言卡使用不受限制。|pictures/continous_prophecy.png|2025-09-13 21:20:34
20250913-00110-dac64a9f|大漠风袭||丢弃一张手牌，将对方场上一张牌弹回对方手中。|当对方某怪物攻击结束后：我方一只怪物发起一次攻击。|pictures/wind_attack.png|2025-09-13 21:20:34
20250913-00111-7f4add13|护体金光|||当对方发起攻击时：无效该攻击，对方随机一张正面表示的卡回到对方手牌。|pictures/golden_protection.png|2025-09-13 21:20:34
20250913-00112-370d26e4|祸福相依|||当我方抽牌时：让对方猜该卡牌类型（怪物/预言）。如果没猜中，我方可丢弃该抽牌并从对方手牌或盖牌抽走一张牌；如果猜中，我方可【直接召唤】或使用该卡。|pictures/good_or_bad.png|2025-09-13 21:20:34
20250913-00114-f6e4791d|进攻陷阱|||当对方发动攻击后：破坏对方一张怪物卡。|pictures/attack_trap.png|2025-09-13 21:20:34
20250913-00115-e4781c58|灵力冲击|||当对方发起攻击时：该攻击无效；被攻击怪物可支付一点灵力，破坏对方场上一只怪物。|pictures/spirit_back.png|2025-09-13 21:20:34
20250913-00116-3a820831|失落宝藏|【永续】||（一回合一次）当我方受到卡牌效果损伤时：从弃牌堆选择一张牌加入手牌。|pictures/lost_treasure.png|2025-09-13 21:20:34
20250913-00117-ea613deb|强势抢夺|||当对方抽卡后：抽取那张牌或对方一张手牌。|pictures/snatch.png|2025-09-13 21:20:34
20250913-00118-dc872ca8|闪电雷劫||选择对方一只拥有通常属性的怪物，将其破坏。|当对方使用预言卡时：如果我方场上除了此卡没有别的预言卡，可选择无效其效果并将其破坏，或破坏别的一张预言卡。|pictures/lighting_destroy.png|2025-09-13 21:20:34
20250913-00119-9e3b6dfc|圣光毁灭|圣光降下天罚，预示着大地之母的唾弃||当场上怪物被战斗破坏时：给予对方该怪物防御力双倍的伤害。|pictures/light_boom.png|2025-09-13 21:20:34
20250913-00120-5d396678|经验分享|||当我方一只怪物被战斗破坏时：下回合我方所有怪物攻击+（战斗伤害值）。|pictures/share_exp.png|2025-09-13 21:20:34
20250913-00121-061dda8a|风灵守护|||当我方怪物被效果破坏指定时：抵消其破坏效果，查看对方所有手牌。|pictures/wind_protection.png|2025-09-13 21:20:34
20250913-00122-3c9190b9|东海龙宫|【永续/场景】|支付两点灵力，丢弃一张手牌，破坏对方场上一张牌。|当有【连锁】发生时：此卡获得一点灵力。|pictures/dragon_palace.png|2025-09-13 21:20:34
20250913-00123-e3110b9c|悬赏刺杀|||当我方有效果触发的抽牌时：本回合我方造成的战斗伤害都+10。|pictures/reward_attack.png|2025-09-13 21:20:34
20250913-00124-025eb782|泡沫攻击|||当我方发起攻击时：该次攻击攻击力+3，且不会成为对方效果触发条件，或被对方永续预言牌效果牌影响。该怪物刷新技能使用次数。|pictures/bubble_attack.png|2025-09-13 21:20:34
20250913-00125-a290395b|厄运反转|||当我方手牌由于卡片效果被丢弃时：我方获得三点灵力可随意分配到场上。|pictures/payback.png|2025-09-13 21:20:34
20250913-00126-2c811cb1|反击投掷|||当对方发出攻击指令时：破坏我方场上一张怪物卡。选择我方场上一只怪物，攻击+15，并发动一次攻击。|pictures/counter_attack.png|2025-09-13 21:20:34
20250913-00127-f2f97db3|致命礼物|谁会拒绝可爱的小猫咪呢？|指定我方一只2级及其以下的怪物卡，使其直接攻击对方玩家。||pictures/dangerous_gift.png|2025-09-13 21:20:34
20250913-00128-cc615ee2|天借真力||指定场上一只怪物，攻击力+10，直到回合结束。|当我方一只怪物被攻击时：该怪物防御力+10，直到回合结束。|pictures/temp_power.png|2025-09-13 21:20:34
20250913-00129-82384d25|嗜血血脉||选择一只怪物，本回合下次攻击力+15。攻击后，我方生命值-5。||pictures/blood_power.png|2025-09-13 21:20:34
20250913-00130-8bc51d6d|反击号角|预言家在绝妙的时刻吹响了胜利的号角。|我方场上所有怪兽卡本回合受到的攻击力或防御力加成翻倍。|当对方发起攻击时：本回合我方场上所有怪兽卡防御力+5。|pictures/counterattack_horn.png|2025-09-13 21:20:34
20250913-00131-0e909b54|瞬仙步||指定我方场上一只怪物，该怪物此回合可以额外攻击两次。|当我方发起攻击时：另一只怪物此回合下次攻击力+10。|pictures/speedup.png|2025-09-13 21:20:34
20250913-00133-fca156b3|圣光保护|【永续】|我方所有怪物防御力+3。||pictures/protection.png|2025-09-13 21:20:34
20250913-00134-ac87b250|阵前演讲||本回合我方全体怪物攻击力+5。||pictures/fight_speech.png|2025-09-13 21:20:34
20250913-00135-770109ad|一场箭雨||我方场上每存在一只怪物，给对方造成5点伤害。||pictures/arrows.png|2025-09-13 21:20:34
20250913-00136-6a6f5572|灵光乍现||灵力+2，随机分配在我方怪物上。||pictures/spirit_shine.png|2025-09-13 21:20:34
20250913-00137-48289804|严肃预言||可以额外使用一张自上个我方回合就覆盖的（非装备，非永续）预言卡，该预言卡效果起效两次。||pictures/serious_prophecy.png|2025-09-13 21:20:34
20250913-00138-3c336b79|雷劫圣林|【永续】||当我方进行高级怪物召唤后：随机破坏对方场上一张正面表示的卡。|pictures/thunder_forest.png|2025-09-13 21:20:34
20250913-00139-fa91d491|大海源流||选择一只0级【鱼种】（或【鱼人种】，或（水）属性）怪物，下次攻击攻击力 x 3。||pictures/stream.png|2025-09-13 21:20:34
20250913-00140-67f8c5f0|灵枢圣剑|【永续/装备】|装备怪物攻击+5，防御+5。每回合结束阶段，我方场上消耗一点灵力，否则此卡被破坏。||pictures/spring_altar.png|2025-09-13 21:20:34
20250913-00141-6e2d2b10|万灵归宗||对方与我方场上所有灵力汇聚到我方场上一只怪物上。||pictures/sprint_return.png|2025-09-13 21:20:34
20250913-00142-c1fa2393|恶幻权杖|【永续/装备】|装备怪物获得技能：【致幻】获得对方一只怪物的控制权一回合。（该被控制怪物如果满足直接攻击玩家条件，可以攻击玩家）||pictures/hollow.png|2025-09-13 21:20:34
20250913-00143-7a75cbd6|灵劫天召||我方受到10点伤害，对方受到5点伤害，我方场上一只怪物灵力+3。|当对方一次性使用2点以上灵力时：对方受到20伤害，我方受到5点伤害。|pictures/sky_prophecy.png|2025-09-13 21:20:34
20250913-00144-eafba5ab|灵鹿冲击||去除我方场上一点灵力，视作一只攻击为15，防御为0的怪物，向对方发起攻击。（如果对方场上没有怪物或怪物蛋，可以发起直接攻击）||pictures/deer.png|2025-09-13 21:20:34
20250913-00145-de162235|仙药草坡|【永续/场景】||当我方受到效果伤害时：如果<5，则消除伤害并获得一点灵力到此卡上。如果>5，则伤害 - 5|pictures/nice_drug.png|2025-09-13 21:20:34
20250913-00146-1652b326|英雄大道|||当我方抽到怪物卡时：受到5点伤害，直接召唤它。此回合它不受对方卡片效果影响。|pictures/hero_honor.png|2025-09-13 21:20:34
20250913-00147-f767f329|追击法球|||当对方被攻击指定的怪物没有被战斗破坏时：（如果我方怪物攻击力高于对方目标怪物原本防御力）破坏该怪物，重新计算战斗伤害（视作效果伤害），并获得其灵力。|pictures/targeted.png|2025-09-13 21:20:34
20250913-00148-d6e2df9a|虚镜之返|||当我方受到效果伤害时：无效其伤害，并给予对方同等伤害。|pictures/magic_mirrow.png|2025-09-13 21:20:34
20250913-00149-f9992311|蟹尊将军钳|【永续/装备】|攻击+3，防御+2|当我方受到伤害时：装备怪兽+1灵力。|pictures/krebs_weapon.png|2025-09-13 21:20:34
20250913-00150-fee00f31|法球反弹|||当对方发起攻击时：攻击无效，被攻击怪物消耗一点灵力，给予对方14点伤害。|pictures/rebound.png|2025-09-13 21:20:34
20250913-00151-a98810b2|卧薪尝胆|||当我方受到战斗伤害时：丢弃X张手牌，抽（X+2）张手牌。|pictures/oath.png|2025-09-13 21:20:34
20250913-00152-2c4151e9|心魔深渊|||当我方给对方带来伤害后：此回合对方受到的所有效果伤害x2。|pictures/abyss.png|2025-09-13 21:20:34
20250913-00153-9d651db5|暗毒沼原|【永续/场景】||当我方回合结束时：给对方造成5点伤害。|pictures/veilfen.png|2025-09-13 21:20:34
20250913-00154-a9bddf5c|阴暗世仇|【永续】预言家说，看吧，这就是你们的世仇。|条件：当上回合，我方某种族怪物（X种）被其他种族怪物（Y种）战斗破坏时，此卡才可以发动。|当我方X种怪物，在与Y种怪物战斗时：攻击+5。|pictures/generation_hate.png|2025-09-13 21:20:34
20250913-00155-1819e49a|灵脉激活|||当我方场上一只怪物获得灵力时：该怪物下两次攻击攻击+2，此回合可以额外攻击一次，并且可以额外使用技能一次。|pictures/activate.png|2025-09-13 21:20:34
20250913-00156-1289e386|幽迷幻香|||当我方使用灵力后：对方一只怪物永久失去所有技能，属性和效果。|pictures/smell.png|2025-09-13 21:20:34
20250913-00157-c1d4f67f|末法终局||我方所有怪物灵力+1。之后所有怪物扣去所有灵力，攻击力+（各自灵力x5)。||pictures/end_magic.png|2025-09-13 21:20:34
20250913-00158-b65f186d|翡翠瞬光|||当对方场上有卡牌翻面时：无效其效果并破坏该卡牌。|pictures/green_laser.png|2025-09-13 21:20:34
20250913-00159-df802a63|天璇灵光|【永续/装备】|装备怪物每回合结束后灵力+1。如果对方场上没有盖牌，则再+1。||pictures/rainbow_protect.png|2025-09-13 21:20:34
20250913-00160-4e133dc2|精致法书||去除场上一点灵力，此卡和弃牌堆某张预言卡替换，并即刻使用。||pictures/magic_codex.png|2025-09-13 21:20:34
20250913-00161-0fc58d59|古灵巨炮|【永续】|（一回合一次）去除我方场上（除了此卡上的）两点灵力，破坏对方场上一张卡。之后此卡灵力+1。||pictures/forest_cannon.png|2025-09-13 21:20:34
20250913-00162-e14de964|嗜血指令||指定一只怪物攻击力+3，此回合它造成的战斗伤害翻倍。||pictures/blood_kill.png|2025-09-13 21:20:34
20250913-00163-5f9f63f6|森祝绿剑||选择我方场上一只怪物，其灵力+1，下次攻击攻击力+5。该次攻击后，对方受到同等战斗伤害（视为效果伤害），然后对方抽2张牌。||pictures/forest_sword.png|2025-09-13 21:20:34
20250913-00164-0c718c28|食人花陷阱|||当对方发起攻击时：支付一点灵力，攻击无效化；并破坏其发起攻击的怪物；成功破坏后，我方恢复3点信仰。|pictures/piranha.png|2025-09-13 21:20:34
20250913-00165-36a47209|奇藤幻影|||当我方场上有怪物被效果破坏时：该怪物的灵力不被吸收，而是附着在此卡上。此卡将暂时长存。该回合结束后，直接召唤该怪物到我方场上，归还灵力，并额外+1灵力，此卡被破坏，也作为该怪物灵力附着。|pictures/goost_plant.png|2025-09-13 21:20:34
20250913-00166-03111fb1|魔树榨取||破坏我方场上一只怪物。选择我方场上另一只怪物，该怪物攻击力+5，灵力 + （1 + 被指定破坏怪物的灵力）。||pictures/tree_absorb.png|2025-09-13 21:20:34
20250913-00085-c965d8c0|河神献祭|预言家说，总有人需要为繁荣牺牲。|破坏我方场上一只怪物，抽3张牌。||pictures/sacrifice.png|2025-09-14 08:32:04
20250913-00086-606db8f5|无畏围攻|预言家说，一起上，还怕他什么？|我方场上任意只可以发动攻击的怪兽，发动一次联合攻击，攻击力为他们的和。联合攻击不会成为对方其他任何效果的触发条件。联合攻击后的怪物此回合不能发动攻击。||pictures/siege.png|2025-09-14 08:32:14
20250913-00087-d6f68600|聚集效应|预言家就是特别有号召力。|如果我方场上有怪物，可进行两次额外召唤。||pictures/follower.png|2025-09-14 08:32:33
20250913-00088-6369aaff|狂暴派对|high起来。|我方场上所有怪物攻击+（我方场上怪兽数量）。对方场上所有怪物防御+（对方场上怪兽数量）。此回合造成的战斗伤害翻倍。||pictures/outrage.png|2025-09-14 08:32:43
20250913-00093-a48182cb|哥布灵体|【永续】百年一遇的友善哥布林，被同伴残害而死后，变成了灵体。|使用后，在我方回合视为怪物卡：灵体种，ATK: 4，DEF: 4。||pictures/goblin_gost.png|2025-09-14 08:32:59
20250913-00104-05024ec7|完美洞穴|【永续】预言家发现了一个类似黑洞的洞穴。|在回合结束阶段，可以将任意数量的怪物从手牌或场上放置在此卡上面。在布置阶段，可以至多从此卡上召唤两只怪物到场上，（第一只视为普通召唤，第二只视为额外召唤）。（放置在此卡上面的怪物卡，不属于场上怪物）||pictures/goblin_cave.png|2025-09-14 08:34:47
20250913-00102-ca739ab4|融入压力|大家都是哥布林，你搞什么特殊。|额外召唤一只0级怪物，我方所有怪物的基础攻击力变成和的平均值（向上取整）。||pictures/integration.png|2025-09-14 08:35:44
20250913-00109-89b42b79|分配不均|揭不开锅了。||当我方此回合进行额外召唤后：将我方一只正面怪物翻面，然后抽取对方两张手牌。|pictures/inequal.png|2025-09-14 08:36:54
20250913-00132-51709bfa|同伴巢穴|预言家说这个洞里好像有同伴？|丢弃所有手牌，连续抽牌并展示，抽到2张怪物牌为止。||pictures/new_cave.png|2025-09-14 08:38:43
20250913-00113-6603a4ab|三角效应||如果我方场上正好有三只怪物，选择一项发动：\n- 抽三张牌。\n- 破坏对方场上所有预言卡。|对方发动攻击时：如果我方场上正好有三只怪物，更改攻击指定目标到我方任一只怪物上。此卡返回覆盖状态。|pictures/tri_effect.png|2025-09-14 08:47:04
